https://www.jbhifi.com.au/products/cd-pink-all-i-know-so-far-setlist-cd,,"All I Know So Far: Setlist","<div><p>Amazon release a live concert/documentary style film about P!nk, titled All I Know So Far, directed by Michael Gracey (The Greatest Showman).</p><p>The film will follow P!nk during her record-breaking 2019 Beautiful Trauma world tour, giving audiences a behind-the-scenes peek at her life on the road. The documentary delves into her attempts to balance being a Mum, a wife, a boss, and performer, featuring footage from P!nk’s 2018 Wembley performances which have never-before been released commercially.</p><p>In conjunction with the film release; P!nk will release the 16 track album ‘All I Know So Far’: Setlist will be released which will feature the brand new single, ‘All I Know So Far’, the AU Platinum ‘Cover Me In Sunshine’ as well as a variety of P!nk hits live</p></div>",$19.99,19439889742,518659
https://www.jbhifi.com.au/products/cd-twenty-one-pilots-scaled-and-icy-jewelcase-cd,,"SCALED AND ICY (Jewelcase)","<div><p>Twenty One Pilots have announced their new album, Scaled And Icy, which will be released via Fueled By Ramen!</p><p>The band has shared the forthcoming album’s first single, “Shy Away,” which is available on all streaming platforms and is accompanied by a Miles & AJ directed official music video.</p><p>Scaled And Icy is Twenty One Pilots’ first studio album in three years and follows their 2018 ARIA #1 debut LP, Trench.Standard Jewelcase Version</p></div>",$20.99,7567864283,518728
https://www.jbhifi.com.au/products/panasonic-lumix-g100v-mirrorless-camera-with-12-32mm-lens-kit-tripod-grip,//cdn.shopify.com/s/files/1/0024/9803/5810/products/476702-Product-1-I-637336262871910879_1080x.jpg,"Panasonic Lumix G100V Mirrorless Camera with 12-32mm Lens Kit + Tripod Grip","<div><p>Overview</p><p>The primary focus of the G100 is to empower vloggers, influencers and social media natives to take their content to the next-level. It delivers high-resolution photos, razor-sharp 4K video and intelligent OZO Audio recording to equip content creators with the ability to tell their stories and engage with their audience.</p><p>Key Features</p><p>Compact. Lightweight. ConvenientWhether you’re filming a day in your life, or taking a quick selfie, the G100 is the perfect size to fit your lifestyle. A lightweight body and excellent ergonomics give you the confidence to shoot and film one-handed all day long. This camera kit includes a versatile 12-32mm f/3.5-5.6 ASPH. MEGA O.I.S. lens and Tripod Grip.</p><p>Detailed, High-Res Photos & Ultra-Sharp 4K VideoAt its heart, the G100 features a 20.3 megapixel MOS Image sensor that delivers vibrant, high- contrast photos and sharp, smooth 4K Video across a wide range of lighting conditions. The elimination of the low-pass filter helps to improve detail and sharpness to deliver flagship image quality.</p><p>Game Changing Audio RecordingThe OZO Audio recording built into the G100 is a revolutionary innovation for vloggers. The system developed by Nokia delivers rich, vibrant audio recording across a wide-range of shooting scenarios. Taking things, a step further, it has been combined with Panasonic’s Face and Eye Detect autofocus algorithms to intelligently optimise voice recording, even in noisy environments. Setting a new benchmark for built-in microphones, it eliminates the need for serious content creators to invest in a cumbersome external microphone.</p><p>Pixel Perfect Compositions & SelfiesThe free-angle LCD monitor is the ideal solution for vloggers. The articulating screen features a bright, 1840k dot high-resolution screen that is perfect for indoor and outdoor shooting. Eliminate the guess work when it comes to composition and focus in your vlogs or use the flip-out design to capture high and low angles with ease. For a more traditional shooting experience utilise the ultra-high resolution 3680k-dot electronic viewfinder.</p><p>Walk and Talk – Without the ShakeThe G100 Features a built-in gyro sensor that works in conjunction with your favourite O.I.S lenses to deliver sharper photos and smoother video. The all-new 5-Axis HYBRID I.S System* allows you to film on-the-go and take your friends, family and followers with you every step of the way.</p><p>Push Your Creative BoundariesThe dedicated S&Q Mode is your shortcut to capturing engaging Slow & Quick b-roll footage. The ability to slow down time with up to 4X 120fps Slow Motion or compress time with 8X Fast Motion Time-Lapse encourages you to see the world around you as a place with endless creative potential.The built-in V-Log L colour profile delivers professional level potential in post-production. V-Log L enables you to establish your own cinematic look by colour grading your footage without quality loss.</p><p>Immerse Your Audience on Your AdventureThe Video Selfie Mode makes it easy to tell your stories and share your experiences. It ensures both your face and the background remains in focus, eliminating distracting focus shifts and allowing you to concentrate on conveying your message to your viewers.</p><p>Convenient Content Creator FeaturesThe G100 features a range of innovative features that have been designed to help vloggers and modern creatives concentrate on doing what they love. The REC Frame Indicator makes forgetting to press the record a thing of the past, while the Frame Marker allows you to compose your shot in various aspect ratios to suit your preferred social platforms.</p><p>One-Button Sharing To Your SmartphoneSharing high quality footage with your audience is quicker and easier than ever before. Wi-Fi + Bluetooth connectivity and a dedicated smartphone button makes sending photos and video from the G100 to your smartphone a breeze. Automatic vertical video detection also eliminates the need to rotate footage you’ve specifically captured vertically, allowing you to use high quality clips for your Instagram and Facebook stories or TikToks immediately.</p><p>Get a Grip and Enhance Your Creative VersatilityLevel up your creative capabilities with the DMW-SHGR1 Grip. A popular accessory for vloggers everywhere, it combines an ergonomic grip with a mini tripod and remote recording functions to ensure you never miss a memorable moment. The use of a 3-way ball head makes the tripod function of the DMW-SHGR1 even more versatile. The grip offers confidence inspiring camera handling while the built-in tripod design is perfect for impromptu time lapses and long exposure shots. It’s the ultimate accessory to supercharge your b-roll footage and expand your creative output.</p></div>",$1299,DC-G100VGN-K,476702
https://www.jbhifi.com.au/products/xiaomi-mi-electric-scooter-pro-2-mercedes-amg-petronas-formula-1-edition?queryID=cbe3af869f3ec7dd74896c04350d6475&objectID=511272,//cdn.shopify.com/s/files/1/0024/9803/5810/products/511272-Product-1-I-637496708347302487_1080x.jpg,"Xiaomi Mi Electric Scooter Pro 2 Mercedes AMG Petronas Formula 1 Edition","<div><p>Please Note: Each state and territory in Australia has a different set of rules and regulations pertaining to the usage of e-scooters and e-boards (including where e-scooters and e-boards can legally be used and whether e-scooters and e-boards need to be registered with the relevant road traffic authority).  Any user of this product must ensure that that they check and abide by their local by-laws and use responsibly.  Ride with caution and always wear a helmet and protective gear when riding your e-scooter and e-board. 
</p><p></p><p>Mi Electric Scooter Pro 2: Mercedes AMG Petronas Formula 1 edition is a special edition electric scooter. Features a vibrant green reflection rim and charging point, this electric scooter has a 45km long battery range, 600W Max. power motor, double braking system and shock-absorbing tires. It is easily foldable in 3 seconds and has a max speed of 25km/h.</p><p>     • Manage Via Smart App     • Multifunctional Control Panel     • Electric Brake & Disc Brake     • Shock-absorbing Inflatable Tires     • Aviation Aluminium Alloy Frame</p><p>Ride with The BestCombining design elements from Mercedes-AMG Petronas F1 Team with Xiaomi's world leading scooter engineering, we turned your dream into reality.</p><p>Never CompromiseBy never settling for anything but the best, Xiaomi aims to provide outstanding experiences that truly enhance your quality of life.     • 25km/h Maximum speed     • 600W Maximum power</p><p>The perfect combination of utility and designThe speed and precision from the racing track have been injected into the genes of the design and craftsmanship of the scooter.</p><p>Inspired by the legend of Silver ArrowsWith the classic silver colour reminiscent of the iconic Mercedes racing cars, the unique scooter design offers an outstanding Silver Arrow-inspired aesthetic.</p><p>Simple lines, polished feelThe lines on the scooter adopts an aerodynamic design reminiscent of a sports car. The cool design integrates the race car aesthetic into your life.</p><p>Engraved Mercedes-AMG logoThe logo of the Mercedes-AMG Formula One team is engraved on the scooter board, symbolizing the pursuit of perfection.</p><p>Performance Providing the Ultimate ExperiencePursue the ultimate performance and speed. In addition to its luxurious visual appeal, it can also satisfy your daily travel needs.• 45 km Long-range battery• 20% Incline climb</p><p>Safely Takes You Where You Need to GoThe safety mechanisms of racing cars embody the rigor and precision of mechanical craftsmanship. In the same manner, the scooter's reliable double braking system has been carefully built with your safety in mind.</p><p>Key Features</p><p>Mercedes-AMG Petronas F1 Team Inspired Design</p><p>300W Powerful Motor (600W Max Output)</p><p>Travel Up to 45 KM Distance</p><p>Maximum Speed up to 25 KM/h</p><p>20% Incline Climb</p><p>Central Control Design</p><p>Built-in Display</p><p>Ultra Safe Lithium Battery</p><p>Reliable Double Brake System</p><p>Pneumatic Tires</p><p>Easy and Quick Folding Design</p><p>Technical SpecificationsModel: DDHBC11NEBRange: 45kmMax Speed: 25km/h     • Pedestrian mode: 5km/h     • D: 20km/h     • S: 25km/hWeight: 14.2kgDimensions:      • Dimensions (unfolded): 1180 H x 1130 L x 430 W mm     • Dimensions (folded): 490 H x 1130 L x 430 W mmGradeability: 20%Braking: E-ABS and disc brakeRated power: 300WMax power: 600WTires: 8.5” front and rear pneumatic tiresController undervoltage protection: 29V+0.5VController current limit: 17A+0.5AMotor type: Brushless DC motorMax load: 100kgRider height: 120-200cmRider age: 16-50Working temperature: -10 to 40 CStorage temperature: -20 to 45 CIP-rating: IP54Charging time: 8-9 hours</p><p>Battery SpecificationsBattery type: Lithium ion batteryBattery model: NED1004-KRated capacity: 12400mAh/446WhRated voltage: 37 VDCMax charging voltage: 42 VDCCharging temperature range: 0 to 40 CDischarge temperature range: -20 to 50 CBattery weight: 3kgCyclical lifetime: 500 charging cycles with power maintained above 70%</p><p>Package Contents• Mi Electric Scooter Pro 2: Mercedes AMG Petronas Formula 1 Edition• Power adapter• Hexagon wrench• Extended nozzle adapter• Screws x5• Tire x1• User manual• Important information• Specifications</p></div>",$1499,5076162,511272
https://www.jbhifi.com.au/products/blue-yeti-usb-microphone-blackout,//cdn.shopify.com/s/files/1/0024/9803/5810/products/770077-Product-1-I_e7f9fa4b-769d-425b-b0b2-2d7a7058a2ee_1080x.jpg,"Blue Yeti USB Microphone (Blackout)","<div><p></p><p></p><p>Recording Resolution: 48kHz/16-bitCapsules: 3 x Blue 14mm condenser capsulePolar Pattern: Cardioid, Figure-8, Omnidirectional, Stereo ModeFrequency Range: 20 Hz to 20 kHzMaximum SPL: 120 dB SPL 0.5%THX Certified: YesOutput Connectors: USBHeadphone Connector: 1 x 1/8"" (3.5 mm)Dimensions (with stand) mm: 120 x 125 x 295Weight (microphone): 0.55kg Weight (with stand): 1kgSystem RequirementsWindowsWindows OS: XP, Vista 32-bit, Vista 64-bit, 7 32-bit, 7 64-bit, 8, 8.1Windows RAM: 64 MB MinimumAvailable Port: USBMacMac OS X: 10.4 and AboveMac RAM: 64 MB MinimumAvailable Port: USBVideo illustrates Blue Yeti Silver</p><p></p></div>",$198,"YETI BLACKOUT",770077
https://www.jbhifi.com.au/products/stadium-smd5mp-led-light-strip-5m,//cdn.shopify.com/s/files/1/0024/9803/5810/products/990500-Product-1-I-637511583547358018_1080x.jpg,"Stadium SMD5MP LED Light Strip (5M)","<div><p>Overview</p><p>Highlight features around your home with the RGB LED lighting strip kit! Installation is a breeze with the self-adhesive backing; the master kit includes a remote control for the LED controller which addresses each LED independently to create a continuous cascade of colour. The LED's have an epoxy coating to protect the tape from general wear and tear,as well as being easy to keep clean. </p><p>An affordable & simple lighting solution for your home, alfresco, shops and bars, the possibilities are endless!</p><p>Key Features</p><p>- Flexible RGB SMD LED strip- Easy installation with 3M adhesive backing- Strip can be trimmed- Remote controlled- Brightness/Dimmer control- Light speed adjustable via Brightness control- 4 Light effects (Flash, Strobe, Fade, Smooth)- 16 selectable colors- Rating IP54</p><p>Specification</p><p>SMD LED Strip power usage: 24W maxSMD LED Strip length: 5mSpacing between SMD LEDs: 32mmNumber of SMD LEDs: 140Power supply: DC12V, AC100-240VLifespan: 40,000 hours</p><p>In The Box</p><p>1 x 5m (D3mm x W10mm) RGB SMD LED strip1 x 240V adapter1 x RGB IR remote control box1 x IR remote control</p><p>* Only the strip itself is waterproof, all connection joins, power supply and the remote box requires a dry location.</p></div>",$44,SMD5MP,990500
https://www.jbhifi.com.au/products/dyson-v15-detect-total-clean-2021,//cdn.shopify.com/s/files/1/0024/9803/5810/products/519673-Product-1-I-637546290546934645_1080x.jpg,"Dyson V15 Detect Total Clean [2021]","<div><p></p><p></p><p>Overview</p><p>Laser reveals microscopic dust1. The most powerful, intelligent cordless vacuum2. Sizes and counts dust particles. Shows results on-screen as you clean4. Up to 60 minutes of fade-free power6. Includes 2 cleaner heads and 5 tools. Key Features</p><p>Laser detects the particles you can’t normally see A precisely-angled laser makes invisible dust visible on hard floors – so you don’t miss anything1.</p><p>Measures microscopic dust particles A piezo sensor continuously sizes and counts dust particles – automatically increasing suction power when needed3. </p><p>LCD shows scientific proof of a deep clean The LCD screen shows what’s been sucked up, displaying real-time scientific proof of a deep clean4. </p><p>Powered by a Dyson Hyperdymium™ motor Spins up to 125,000rpm, generating powerful Dyson suction2. </p><p>Up to 60 minutes of fade-free power6Powerful suction to clean your home and car. </p><p>Laser Slim Fluffy™ cleaner head 25cm-wide cleaner head engineered with soft nylon and anti-static carbon fibre filaments to remove dust from hard floors and narrow gaps. With a low profile to reach further under furniture. </p><p>High Torque cleaner head, with anti-tangle comb Dyson's most powerful cord-free cleaner head. Automatically adjusts power to suit different floor types5. Stiff nylon bristles drive deep into carpet to remove ground-in dirt. Soft, anti-static carbon fibre filaments capture dust from hard floors. De-tangling comb automatically clears hair from the brush bar, so you don’t have to. </p><p>Automatically deep cleans carpets Dyson DLS™ technology inside the High Torque cleaner head monitors brush bar resistance 360 times a second, intelligently adapting power across different floor types automatically with no need to change cleaner heads5. </p><p>Hair screw tool – Picks up hair. Fast. With Dyson anti-tangle technology. Anti-tangle conical brush bar spirals hair off and into the bin to prevent wrapping of hair around the brush bar. </p><p>Intelligently reports in real time Monitors system performance 8,000 times a second, then reports in real time on the LCD screen. </p><p>Quickly transforms to a handheld Changes to a handheld vacuum cleaner and back again, in just one click. </p><p>The right cleaning mode for the right task Three cleaning modes optimised for a variety of tasks. The right balance of power and run time, where you need it. </p><p>Advanced whole machine filtration The fully-sealed filtration system traps 99.99% of particles as small as 0.3 microns7. </p><p>‘Point and shoot’ hygienic bin emptying The ‘point and shoot’ mechanism hygienically ejects dust and debris into your bin, in one action –so there’s no need to touch the dirt. </p><p>Unique battery power management system Dyson’s power-optimising technology and battery-saving trigger help maximise run time, only using power when you need it. </p><p>Optional click-in battery pack Remove and replace at the press of a button for even longer cleans8. </p><p>Radial Cyclone™ technology 14 cyclones generate forces of 100,000g to fling dust into the bin without clogging the filter, so there’s no loss of suction. </p><p>Acoustically engineered Designed to absorb vibrations and dampen sound, to keep sound levels down. </p><p>Drop-in docking The Dyson V15™ vacuum drops into the wall-mounted dock, to charge it and tidily store tools. So it’s ready to grab and go. </p><p>1. Laser engineered for hard floors. Effectiveness of laser influenced by ambient light conditions, debris type and surface.2. Suction tested to IEC 62885-4 CL5.8 and CL5.9, loaded to bin full, in Boost mode.3. Quantity and size of dust displayed on screen varies depending on usage. Automatic suction adaptation only occurs in auto mode.4. Quantity and size of dust displayed on screen varies depending on usage. Examples shown may occur within one or more displayed size range.5. In Auto mode.6. In Eco mode on hard floors.7. Tested against ASTM F1977-04 (particles sized 0.3-0.5 microns), tested in Boost mode.8. Additional battery available to buy separately.</p><p></p><p></p></div>",$1399,368678-01,519673


https://www.jbhifi.com.au/products/lenovo-ideacentre-24-005f-23-8-full-hd-all-in-one-pc-512gb-ryzen-5,//cdn.shopify.com/s/files/1/0024/9803/5810/products/473681-Product-1-I-637429352538094397_1080x.jpg,"Lenovo IdeaCentre 24-005F 23.8"" Full HD All-in-One PC (512GB) [Ryzen 5]","<div><p>Overview</p><p>With its sleek, modern stand and thin bezel display, the Lenovo™ IdeaCentre™ AIO 3 is sure to catch your eye. Fire it up and marvel at the super-fast, smooth performance, where AMD Ryzen processing is backed by the latest graphics and memory technology. And with the vast storage space, you’ll see why this space-saving all-in-one makes the perfect family PC.</p><p>Key Features</p><p>23.8"" Full HD (1920 x 1080) display</p><p>AMD Ryzen 5 4500U (2.3 - 4.0Ghz) processor</p><p>512GB SSD storage</p><p>8GB RAM</p><p>AMD Radeon Graphics </p><p>1 x HDMI port</p><p>2 x USB-A 2.0 ports</p><p>2 x UBS-A 3.0 ports</p><p>Webcam with privacy shutter</p><p>Bluetooth v4</p><p>Wi-Fi 802.11 ac</p><p>Wireless keyboard and mouse</p><p>Windows 10</p></div>",$1099,F0EW005FAU,473681
https://www.jbhifi.com.au/products/hp-df0201a-23-8-fhd-all-in-one-pc-256gb,//cdn.shopify.com/s/files/1/0024/9803/5810/products/432273-Product-1-I-637206524446907564_1080x.jpg,"HP DF0201A 23.8"" FHD All-In-One PC (256GB)","<div><p>Key Features</p><p>23.8"" Anti-Glare WLED FHD (1920 x 1080) Display</p><p>AMD Athlon™ 3050U Dual-Core Processor (2.3 - 3.2 GHz)</p><p>8 GB RAM</p><p>256GB SSD Storage </p><p>AMD Radeon™ Graphics integrated</p><p>2 x USB-A 2.0 Port</p><p>2 x USB-A 3.1 Port</p><p>Dual Stereo Speakers</p><p>Web Cam</p><p>Optical DVD-Writer 9.5mm </p><p>Wi-Fi 802.11 b/g/n/a/ac (1x1)</p><p>Bluetooth® 4.2</p><p>Keyboard and Mouse</p><p>Windows 10 Home</p></div>",$898,9EH01AA,432273
https://www.jbhifi.com.au/products/hp-envy-32-a1073a-31-5-ultra-hd-all-in-one-pc-512gb-intel-i7,//cdn.shopify.com/s/files/1/0024/9803/5810/products/471604-Product-1-I-637310968267998230_0e02266f-fc5a-4834-8d12-5fb0eeff1497_1080x.jpg,"HP Envy 32-A1073A 31.5"" Ultra HD All-in-One PC (512GB) [Intel i7]","<div><p>Key Features</p><p>31.5"" Ultra HD (3840 x 2160) IPS HDR 600 display</p><p>Intel® Core™ i7-10700 processor (2.9 - 4.7GHz)</p><p>512GB SSD storage</p><p>16GB RAM</p><p>NVIDIA® GeForce RTX™ 2070 graphics processor</p><p>2 x HDMI port</p><p>3 x USB-A 3.0 port</p><p>1 x UBS-C port</p><p>1 x USB-C Thunderbolt 3.0 port</p><p>HP Multi-Format Digital Media Card Reader</p><p>Webcam</p><p>Realtek Wi-Fi 5 (2x2) </p><p>Bluetooth® 5</p><p>Audio by Bang & Olufsen</p><p>Dual 40 W speakers</p><p>Face Recognition</p><p>Windows 10 Home</p></div>",$4998,147M3AA,471604
https://www.jbhifi.com.au/products/hp-pavilion-dp0201a-27-fhd-all-in-one-pc-512gb-ryzen-3,//cdn.shopify.com/s/files/1/0024/9803/5810/products/432276-Product-1-I-637206612045161694_1080x.jpg,"HP Pavilion DP0201A 27"" FHD All-In-One PC (512GB) [Ryzen 3]","<div><p>Key Features</p><p>27"" Anti-Glare WLED FHD (1920 x 1080) Display</p><p>AMD Ryzen™3 4300U Quad-Core Processor (3.8 - 4.0 GHz)</p><p>8 GB RAM</p><p>512GB SSD Storage </p><p>AMD Radeon™ Graphics integrated</p><p>2 x USB-A 2.0 Port</p><p>3 x USB-A 3.1 Port</p><p>Dual Stereo Speakers</p><p>Front Combo Audio Jack</p><p>Web Cam</p><p>Wi-Fi 802.11 b/g/n/a/ac (1x1)</p><p>Bluetooth® 4.2</p><p>HP 3-in-1 memory card reader</p><p>Keyboard and Mouse</p><p>Windows 10 Home</p></div>",$1399,9EH06AA,432276
https://www.jbhifi.com.au/products/asus-m241-24-full-hd-all-in-one-pc-256gb-ryzen-5,//cdn.shopify.com/s/files/1/0024/9803/5810/products/474214-Product-1-I-637377658404149702_1080x.jpg,"Asus M241 24"" Full HD All-in-One PC (256GB) [Ryzen 5]","<div><p></p><p></p><p>23.8"" Full HD (1920 x 1080) 16:9 display</p><p>AMD Ryzen™ 5 3500U processor (2.1 - 3.7 GHz)</p><p>256GB SSD storage</p><p>8GB RAM</p><p>Radeon™ Vega 8 Graphics</p><p>1 x HDMI port</p><p>1 x USB-A 2.0 port</p><p>4 x USB-A 3.0 portsWired keyboard and mouse</p><p>Wi-Fi 802.11 ac</p><p>Bluetooth v4.2</p><p>Windows 10</p></div>",0,M241DAK-WA179T,474214
https://www.jbhifi.com.au/products/hp-pavilion-9eg81aa-27-fhd-touchscreen-all-in-one-pc-512gb-intel-i5,//cdn.shopify.com/s/files/1/0024/9803/5810/products/432272-Product-1-I-637206584445816554_1080x.jpg,"HP Pavilion 9EG81AA 27"" FHD Touchscreen All-In-One PC (512GB) [Intel i5]","<div><p>Key Features</p><p>27"" BrightView WLED-Backlit FHD (1920 x 1080) Touchscreen Display</p><p>Intel® Core™ i5 10400T Processor (2 - 3.6 GHz)</p><p>16 GB RAM</p><p>512GB SSD Storage </p><p>2 x USB-A 3.1 Ports</p><p>2 x USB-A 2.0 Ports</p><p>Dual Stereo Speakers</p><p>Web Cam</p><p>Wi-Fi 802.11b/g/n/a/ac (1x1)</p><p>Bluetooth® 4.2</p><p>Wireless Keyboard and mouse</p><p>Windows 10 Home</p><p> </p></div>",$2199,9EG81AA,432272

https://www.jbhifi.com.au/products/msi-pro-24x-10m-096au-23-8-full-hd-all-in-one-pc-1-2tb-intel-i3,//cdn.shopify.com/s/files/1/0024/9803/5810/products/477105-Product-1-I-637311877268570997_104730f7-d26a-4bb0-b0a4-295632f2f0f8_1080x.jpg,"MSI Pro 24X 10M-096AU 23.8"" Full HD All-In-One PC (1.2TB) [Intel i3]","<div><p>Overview</p><p>The Best Slim and Stylish AIO PC for Office & Home with a IPS grade panel and narrow bezel display. Offering an easy maintenance design, separate air flow for the hottest key components and wide viewing angle screen.</p><p>Key Features</p><p>23.8"" Full HD (1920 x 1080) IPS grade panel with narrow bezel display</p><p>MSI Anti-Flicker technology</p><p>Intel Core i3-10110U processor (2.1 - 4.1GHz)</p><p>1TB HDD storage</p><p>256GB SSD storage</p><p>8GB RAM</p><p>Intel® UHD Graphics</p><p>1 x HDMI port</p><p>2 x USB-A 2.0 ports</p><p>4 x USB-A 3.1 ports</p><p>AX201 (WIFI 6)</p><p>Bluetooth v5.1</p><p>2 x 2.5W Speakers</p><p>Wired Keyboard SK9626M </p><p>Wired Mouse SM9023M</p><p>Slim and Stylish</p><p>Windows 10 Home </p></div>",$1298,4936864,477105
https://www.jbhifi.com.au/products/microsoft-surface-studio-2-2tb-gtx1070,//cdn.shopify.com/s/files/1/0024/9803/5810/products/343834-Product-1-I_1080x.jpg,"Microsoft Surface Studio 2 (2TB/GTX1070)","<div><p>Overview</p><p>Dive into brilliant color, blazing graphics, and faster processors that fuel your creativity. Ideas flow when you adjust the stunning 28” display, working upright at your desktop or down low at your drafting table with intuitive tools designed to ignite your imagination.  </p><p>Modes for all creative tasksSurface Studio 2 is built with a dynamic hinge that changes your desktop into a studio in one simple gesture.</p><p>Create at your best angleWhen you work at 20 degrees down in Studio Mode or upright in Desktop Mode</p><p>Your ideas at light speedBring big ideas to life with performance that fuels processor-intensive software. Edit stunning photographs. Run circles around renders. Create rich 3D graphics for every reality.</p><p>Create in new waysWhether illustrating a book or designing a virtual world, your creativity leaps off the 28” PixelSense™ Display touchscreen with 13.5 million pixels of true-to-life color.</p><p>Designing to inspire Complete your creative space with clean, modern design. One hand can tilt the display weightlessly from upright to the perfect drafting table angle.</p><p>Innovation that ignites your ideasYour creativity and productivity come together with Surface Studio 2, Office 365,* and intuitive tools designed to unleash a natural, seamless flow of your ideas.* Sold separately.</p><p>Key Features</p><p>28” PixelSense™ Display with 10 point multi-touch</p><p>4500 x 3000 (192 PPI) resolution</p><p>Intel® Core™ i7-7820HQ</p><p>2TB SSD</p><p>32GB RAM</p><p>NVIDIA® GeForce® GTX 1070 8GB GDDR5 memory </p><p>Wi-Fi 802.11ac </p><p>Bluetooth 4.0</p><p>4 x USB 3.0 </p><p>1 x USB-C</p><p>Full-size SD™ card reader (SDXC) compatible</p><p>5.0MP front-facing camera with 1080p HD videoWindows 10 Pro</p><p>What's in the boxSurface Studio 2Surface PenSurface KeyboardSurface MousePower cord with grip-release cableQuick start guideSafety and warranty guide</p></div>",$7497,LAM-00009,343834
https://www.jbhifi.com.au/products/microsoft-surface-studio-2-1tb-gtx1070,//cdn.shopify.com/s/files/1/0024/9803/5810/products/343833-Product-1-I_1080x.jpg,"Microsoft Surface Studio 2 (1TB/GTX1070)","<div><p>Overview</p><p>Dive into brilliant color, blazing graphics, and faster processors that fuel your creativity. Ideas flow when you adjust the stunning 28” display, working upright at your desktop or down low at your drafting table with intuitive tools designed to ignite your imagination.  </p><p>Modes for all creative tasksSurface Studio 2 is built with a dynamic hinge that changes your desktop into a studio in one simple gesture.</p><p>Create at your best angleWhen you work at 20 degrees down in Studio Mode or upright in Desktop Mode</p><p>Your ideas at light speedBring big ideas to life with performance that fuels processor-intensive software. Edit stunning photographs. Run circles around renders. Create rich 3D graphics for every reality.</p><p>Create in new waysWhether illustrating a book or designing a virtual world, your creativity leaps off the 28” PixelSense™ Display touchscreen with 13.5 million pixels of true-to-life color.</p><p>Designing to inspire Complete your creative space with clean, modern design. One hand can tilt the display weightlessly from upright to the perfect drafting table angle.</p><p>Innovation that ignites your ideasYour creativity and productivity come together with Surface Studio 2, Office 365,* and intuitive tools designed to unleash a natural, seamless flow of your ideas.* Sold separately.</p><p>Key Features</p><p>28” PixelSense™ Display with 10 point multi-touch</p><p>4500 x 3000 (192 PPI) resolution</p><p>Intel® Core™ i7-7820HQ</p><p>1TB SSD</p><p>32GB RAM</p><p>NVIDIA® GeForce® GTX 1070 8GB GDDR5 memory</p><p>Wi-Fi 802.11ac </p><p>Bluetooth 4.0</p><p>4 x USB 3.0 </p><p>1 x USB-C</p><p>Full-size SD™ card reader (SDXC) compatible</p><p>5.0MP front-facing camera with 1080p HD video</p><p>Windows 10 Pro</p><p></p><p>What's in the boxSurface Studio 2Surface PenSurface KeyboardSurface MousePower cord with grip-release cableQuick start guideSafety and warranty guide</p></div>",$6595,LAK-00009,343833
https://www.jbhifi.com.au/products/microsoft-surface-studio-2-1tb-gtx1060,//cdn.shopify.com/s/files/1/0024/9803/5810/products/343832-Product-1-I_1080x.jpg,"Microsoft Surface Studio 2 (1TB/GTX1060)","<div><p>Overview</p><p>Dive into brilliant color, blazing graphics, and faster processors that fuel your creativity. Ideas flow when you adjust the stunning 28” display, working upright at your desktop or down low at your drafting table with intuitive tools designed to ignite your imagination.  </p><p>Modes for all creative tasksSurface Studio 2 is built with a dynamic hinge that changes your desktop into a studio in one simple gesture.</p><p>Create at your best angleWhen you work at 20 degrees down in Studio Mode or upright in Desktop Mode</p><p>Your ideas at light speedBring big ideas to life with performance that fuels processor-intensive software. Edit stunning photographs. Run circles around renders. Create rich 3D graphics for every reality.</p><p>Create in new waysWhether illustrating a book or designing a virtual world, your creativity leaps off the 28” PixelSense™ Display touchscreen with 13.5 million pixels of true-to-life color.</p><p>Designing to inspire Complete your creative space with clean, modern design. One hand can tilt the display weightlessly from upright to the perfect drafting table angle.</p><p>Innovation that ignites your ideasYour creativity and productivity come together with Surface Studio 2, Office 365,* and intuitive tools designed to unleash a natural, seamless flow of your ideas.* Sold separately.</p><p>Key Features</p><p>28” PixelSense™ Display with 10 point multi-touch</p><p>4500 x 3000 (192 PPI) resolution</p><p>Intel® Core™ i7-7820HQ</p><p>1TB SSD</p><p>16GB RAM</p><p>NVIDIA® GeForce® GTX 1060 6GB GDDR5 memory </p><p>Wi-Fi 802.11ac </p><p>Bluetooth 4.0</p><p>4 x USB 3.0 </p><p>1 x USB-C</p><p>Full-size SD™ card reader (SDXC) compatible</p><p>5.0MP front-facing camera with 1080p HD videoWindows 10 Pro</p><p>What's in the boxSurface Studio 2Surface PenSurface KeyboardSurface MousePower cord with grip-release cableQuick start guideSafety and warranty guide</p></div>",$5497,LAH-00009,343832
